bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
28670,Peril's Gate (Wars of Light & Shadow #6; Arc 3 - Alliance of Light  #3),Janny Wurts,4.16,0061054674,9780061054679,en-US,940,521,8,1/1/2003,HarperCollins Publishers
45106,Forest Mage (Soldier Son  #2),Robin Hobb,3.39,0060757639,9780060757632,eng,718,13716,393,8/29/2006,Harper Voyager
181,A Wrinkle in Time: With Related Readings (A Wrinkle in Time Quintet #1),Madeleine L'Engle,4.0,0821925326,9780821925324,eng,250,36,6,5/1/2002,EMC/Paradigm Publishing
8726,Comfort Me With Apples,Ruth Reichl,4.04,0965193772,9780965193771,eng,299,15,3,1/1/2001,Random house
8583,Come to Grief / Decider / Wild Horses,Dick Francis,4.09,0399143068,9780399143069,eng,707,32,0,11/10/1997,Putnam Adult
43457,Rose (Shooting Stars  #3),V.C. Andrews,3.72,0671039954,9780671039950,eng,185,2352,29,9/1/2001,Pocket Books
20932,Christmas Bestiary,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,3.62,0886775280,9780886775285,eng,315,21,3,11/3/1992,DAW
13152,The Angel Experiment (Maximum Ride  #1),James Patterson,4.08,0446617792,9780446617796,eng,445,187892,7624,5/5/2006,Grand Central Publishing
32765,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,4.16,0374500525,9780374500528,eng,205,37,4,12/31/1988,Farrar Straus Giroux
31340,Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.86,0099471434,9780099471431,eng,400,49367,661,11/4/2004,Arrow Books
30933,Brideshead Revisited,Evelyn Waugh,4.0,0316926345,9780316926348,eng,351,79045,3083,1/30/1982,Back Bay Books
34760,All I Really Need to Know I Learned in Kindergarten,Robert Fulghum,4.03,034546639X,9780345466396,eng,240,17354,650,5/4/2004,Ballantine Books
16425,The Labours of Hercules (Hercule Poirot  #27),Agatha Christie/Hugh Fraser,3.78,1572704578,9781572704572,eng,9,11167,297,7/13/2005,AudioGO
41369,Hooked: Film Writings 1985-1988,Pauline Kael,4.05,0714529036,9780714529035,eng,528,93,5,7/1/1990,Marion Boyars Publishers
25257,Mein Urgroßvater  die Helden und ich,James Krüss,4.3,3551552711,9783551552716,ger,250,16,1,12/1/2002,Carlsen
8359,Flowers (Eyewitness Explorers),David Burnie,3.85,0789422131,9780789422132,eng,64,8,2,9/15/1997,Dorling Kindersley Children
30889,The Crazyladies of Pearl Street,Trevanian,3.77,1400080371,9781400080373,eng,384,1063,157,6/6/2006,Broadway Books
3762,On Her Majesty's Secret Service (James Bond  #11),Ian Fleming,3.96,0142003255,9780142003251,eng,326,14108,428,9/2/2003,Penguin Books
12254,The Iliad,Homer/Robert Fagles/Derek Jacobi,3.86,0143059289,9780143059288,eng,8,42,7,6/15/2006,Penguin-HighBridge
34835,A Matter of Trust,Penny Jordan,2.61,0373117191,9780373117192,eng,224,36,5,12/23/1994,Harlequin Presents
44866,Poetry and Prose of Alexander Pope (Riverside Editions),Alexander Pope/Aubrey Williams,3.97,0395051568,9780395051566,eng,512,93,5,1/2/1968,Houghton Mifflin Company
2847,Bread and Roses  Too,Katherine Paterson,3.76,0618654798,9780618654796,eng,275,2018,294,9/4/2006,Clarion Books
23966,Filth,Irvine Welsh,3.73,0393318680,9780393318685,eng,393,21997,643,9/17/1998,W. W. Norton  Company
4933,The Brothers Karamazov,Fyodor Dostoyevsky/Constance Garnett/Manuel Komroff/John Bayley,4.32,0451527348,9780451527349,eng,736,983,91,6/1/1999,Signet Classics
5427,Orientalism,Edward W. Said,4.08,0141187425,9780141187426,eng,396,873,77,8/28/2003,Penguin Classics
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,9781932664393,eng,58,9,2,2/1/2006,Oni Press
2152,The Jane Austen Book Club,Karen Joy Fowler,3.08,0452286530,9780452286535,eng,288,57720,3535,4/26/2005,G.P. Putnam's Sons
26229,Robert Van Gulik: His Life His Work,Janwillem van de Wetering/Arthur P. Yin,3.57,156947124X,9781569471241,eng,149,39,5,7/1/1998,Soho Press
43416,The Complete Stories of Theodore Sturgeon  Volume 7: A Saucer of Loneliness,Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.,4.42,1556434243,9781556434242,eng,400,141,11,9/5/2002,North Atlantic Books
26768,In Dark Waters,Mary Burton,3.81,0373274483,9780373274482,eng,249,95,10,6/28/2005,Silhouette Books
11492,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson,3.49,1576839508,9781576839508,eng,213,806,61,9/5/2006,Th1nk Books
16059,The Dive From Clausen's Pier,Ann Packer,3.42,0375727132,9780375727139,eng,432,19844,1747,4/8/2003,Vintage
43958,Apologia Pro Vita Sua (A Defense of One's Life),John Henry Newman,4.12,0486442136,9780486442136,eng,336,894,52,6/17/2005,Dover Publications
22947,Drum Calls (Drums of Chaos  #2),Jo Clayton,3.72,0812551230,9780812551235,eng,341,29,1,7/1/1998,Tor Books
45116,The Scold's Bridle,Minette Walters,3.95,0312956126,9780312956127,eng,384,7019,113,10/15/1995,St. Martin's Press
12240,The Play Soldier,Chet Green,4.5,159113644X,9781591136446,eng,328,2,2,5/22/2011,Booklocker.com  Inc.
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,0802732291,9780802732293,eng,214,13,1,6/1/1993,Walker & Company
6689,James and the Giant Peach,Roald Dahl/Quentin Blake,4.01,0375814248,9780375814242,eng,146,328542,4733,9/10/2002,Alfred A. Knopf
34452,Many Lives  Many Masters: The True Story of a Prominent Psychiatrist  His Young Patient  and the Past Life Therapy That Changed Both Their Lives,Brian L. Weiss,4.16,0446520594,9780446520591,eng,217,24345,1914,3/12/1996,Grand Central Publishing
23758,The Nightmare Years: 1930-40 (20th Century Journey  #2),William L. Shirer,4.24,1841581224,9781841581224,eng,654,844,41,3/5/2008,Birlinn
42357,The Alley (The Alley  #1),Eleanor Estes/Edward Ardizzone,3.76,0152049185,9780152049188,eng,288,320,20,8/1/2003,HMH Books for Young Readers
45630,Whores for Gloria,William T. Vollmann,3.69,0140231579,9780140231571,en-US,160,932,111,2/1/1994,Penguin Books
31304,Nemesis (Miss Marple  #12),Agatha Christie,3.85,0451200187,9780451200181,eng,224,18896,771,5/1/2000,Signet
24546,Gilliam on Gilliam (Directors on Directors),Terry Gilliam/Ian Christie,4.1,0571202802,9780571202805,eng,294,264,13,11/15/1999,Faber  Faber
22950,Quester's Endgame,Jo Clayton,3.98,0886771382,9780886771386,eng,372,159,6,7/1/1986,DAW
30557,Shooting an Elephant,George Orwell,4.12,0141187395,9780141187396,eng,368,7029,255,6/5/2003,Penguin
3061,The Natural Way to Draw,Kimon Nicolaides/Mamie Harmon,3.9,0395530075,9780395530078,en-US,240,39369,80,2/1/1990,Mariner Books
22967,Lidia's Italy,Lidia Matticchio Bastianich/Tanya Bastianich Manuali/David Nussbaum/Christopher Hirsheimer,4.21,1400040361,9781400040360,en-US,384,637,24,4/10/2007,Knopf Publishing Group
7656,Fahrenheit 451,Ray Bradbury,3.99,8445074873,9788445074879,eng,186,5733,606,4/1/2004,Del Rey
28289,Joe College,Tom Perrotta,3.39,0312361785,9780312361785,eng,306,3832,256,10/1/2006,St. Martin's Griffin
10873,Shopgirl,Steve Martin,3.43,0786891076,9780786891078,eng,130,30067,2166,1/1/2000,Hachette Books
32872,Sliver of Truth (Ridley Jones #2),Lisa Unger,3.68,0307338460,9780307338464,eng,308,3015,347,1/2/2007,Shaye Areheart Books
5371,Amber Brown Is Not a Crayon,Paula Danziger/Tony Ross,3.84,0142406198,9780142406199,eng,96,4787,189,9/7/2006,Puffin Books
40127,Leonardo's Swans,Karen Essex,3.72,0767923065,9780767923064,eng,351,5473,230,1/9/2007,Anchor Books
10000,The Face of Another,Kōbō Abe/E. Dale Saunders,3.78,0375726535,9780375726538,eng,238,2584,153,2/4/2003,Vintage
20749,Study Bible: NIV,Anonymous,4.7,0310929555,9780310929550,eng,2198,4166,186,10/1/2002,Zondervan Publishing House
16186,Meridon (The Wideacre Trilogy  #3),Philippa Gregory,3.68,0743249313,9780743249317,eng,569,8842,380,7/2/2003,Washington Square Press
35827,The Moon in the Gutter,David Goodis/Adrian Wootton,3.65,1852424494,9781852424497,en-US,183,350,40,12/8/1998,Serpent's Tail
29658,Postwar: A History of Europe Since 1945,Tony Judt,4.34,0143037757,9780143037750,eng,933,8017,571,9/5/2006,Penguin Books
22027,The Dark Arena,Mario Puzo,3.35,0345441699,9780345441690,eng,288,1554,54,5/1/2001,Ballantine Books
16670,A Madman Dreams of Turing Machines,Janna Levin,3.68,1400040302,9781400040308,eng,230,1136,180,8/22/2006,Alfred A. Knopf
12589,The Golden Apples,Eudora Welty,3.88,015636090X,9780156360906,eng,288,830,76,9/14/1956,Mariner Books
35292,Jimmy Stewart: Bomber Pilot,Starr Smith/Walter Cronkite,3.93,0760328242,9780760328248,eng,320,441,57,11/15/2006,Zenith Press
4683,Personal Injuries (Kindle County Legal Thriller #5),Scott Turow,3.86,0446608602,9780446608602,eng,528,5163,179,12/1/2000,Warner Books (NY)
9717,The Unbearable Lightness of Being,Milan Kundera/Michael Henry Heim,4.1,0571224385,9780571224388,eng,320,248686,8251,10/27/2009,Harper Perennial
23913,The Marriage of Heaven and Hell,William Blake,4.24,0486281221,9780486281223,eng,48,7163,245,9/1/1994,Dover Publications
41074,The Sheep Look Up,John Brunner/James John Bell/David Brin,3.95,1932100016,9781932100013,eng,388,3568,284,5/11/2003,BenBella Books
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,0140440348,9780140440348,en-US,653,143,17,8/30/1970,Penguin Classics
6815,American Sign Language The Easy Way,David A. Stewart/Jessalyn Little/Elizabeth     Stewart,3.75,0764134280,9780764134289,eng,480,34,6,11/1/2006,Barrons Educational Series
9903,Angels,Denis Johnson,3.72,0099440830,9780099440833,eng,209,4263,227,3/6/2003,Vintage
13618,Death Note  Vol. 3: Hard Run (Death Note  #3),Tsugumi Ohba/Takeshi Obata/Pookie Rolf,4.43,1421501708,9781421501703,eng,200,22435,741,1/3/2006,VIZ Media LLC
30629,Cartas del diablo a su sobrino,C.S. Lewis/Miguel Marias,4.22,006114004X,9780061140044,spa,144,409,54,3/14/2006,HarperOne
5824,Casino Royale,Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky,3.7,1840238437,9781840238433,eng,96,110,10,6/1/2005,Titan Books
19885,Changeling Storytellers Guide,Mark  Hunter/Ian Lemke,3.36,1565047087,9781565047082,eng,139,28,0,8/1/1998,White Wolf Games Studio
25713,Selected Philosophical Writings,Thomas Aquinas/Timothy McDermott,3.86,0192835858,9780192835857,eng,496,238,9,8/20/1998,Oxford University Press
23300,The Door to Time (Ulysses Moore  #1),Pierdomenico Baccalario/Iacopo Bruno/Laura Zuccotti/Leah D. Janeczko/Beth Dunfey,3.93,0439774381,9780439774383,eng,239,3099,241,1/1/2006,Scholastic Inc.
8924,The Hound of the Baskervilles,Arthur Conan Doyle/Pam Smy,4.11,0763630640,9780763630645,eng,272,66,7,8/22/2006,Candlewick Press
9534,Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.95,0812565959,9780812565959,eng,451,65344,1419,12/9/2001,Tor Books
11101,First Comes Love (Hot Water  California #1),Christie Ridgway,3.81,0380818957,9780380818952,en-US,384,1051,47,1/1/2002,Avon Books
28530,New Amazons,Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,3.56,0886778875,9780886778873,eng,336,50,5,2/1/2000,DAW
3635,The Dream Giver,Bruce H. Wilkinson/David Kopp/Heather Harpham Kopp,4.26,159052201X,9781590522011,eng,157,5044,316,9/3/2003,Multnomah Books
8150,The American Years,Brian Boyd,4.33,0691024715,9780691024714,eng,800,256,22,1/31/1993,Princeton University Press
7811,A Friend of the Earth,T. Coraghessan Boyle,3.67,0747553467,9780747553465,eng,275,30,3,10/8/2001,Bloomsbury Paperbacks
29738,Patrimony,Philip Roth,4.17,0679752935,9780679752936,eng,240,2531,202,6/3/1996,Vintage
40951,A History of the Life Sciences,Lois N. Magner/Magner,4.53,0824708245,9780824708245,en-US,514,15,2,8/13/2002,CRC Press
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,0766144739,9780766144736,eng,184,9,0,4/7/2003,Kessinger Publishing
2912,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,0440410258,9780440410256,eng,80,114,17,1/1/1995,Yearling
31878,Seinfeld and Philosophy,William Irwin,3.5,0812694090,9780812694093,en-US,224,914,50,8/20/1999,Open Court
7102,U.S.A.: 42e Parallèle/L'An premier du siècle/La Grosse galette,John Dos Passos,4.1,2070766039,9782070766031,eng,1344,9,1,9/4/2002,Gallimard
21152,Sudden Fiction: American Short-Short Stories,Robert Shapard/James Thomas,3.84,0879052651,9780879052652,eng,264,476,48,12/31/1983,Gibbs Smith
12468,The Executioner's Song,Norman Mailer,4.06,0375700811,9780375700811,eng,1056,15682,952,4/28/1998,Vintage Books USA
17315,Oath of Swords (War God  #1),David Weber,4.01,1416520864,9781416520863,en-US,576,5582,128,12/26/2006,Baen
9904,The Throne of the Third Heaven of the Nations Millennium General Assembly: Poems Collected and New,Denis Johnson,4.15,0060926961,9780060926960,eng,225,562,33,1/1/1996,Harper Perennial
40208,Maggie: A Girl of the Streets and Other Short Fiction,Stephen Crane/Jayne Anne Phillips,3.33,0553213555,9780553213553,eng,240,517,37,11/1/2006,Bantam Classics
37707,Anne of the Island and Tales of Avonlea,L.M. Montgomery,4.3,051703705X,9780517037058,eng,573,417,5,3/20/1991,Gramercy
8811,A Clockwork Orange,Anthony Burgess,3.99,014027409X,9780140274097,eng,149,1422,124,9/3/1998,Penguin Books
28691,To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,4.18,0756402980,9780756402983,eng,1083,29350,320,5/3/2005,DAW
42880,Bizarre World,Bill  Bryson/Kathryn Lamb,3.38,0751510610,9780751510614,eng,120,73,6,5/1/2001,Little  Brown Book Group
5800,Vanity Fair,William Makepeace Thackeray,3.79,0140620850,9780140620856,eng,672,296,34,10/3/1998,Penguin Books
30391,Fanta C (Mason Sisters  #1),Sandra Brown,3.62,0553562746,9780553562743,eng,256,2317,63,1/21/1997,Fanfare
6619,Teach Your Child to Read in 100 Easy Lessons,Siegfried Engelmann/Phyllis Haddox/Elaine Bruner,4.17,0671631985,9780671631987,en-US,395,2207,271,6/15/1986,Touchstone
17781,Heart of the Sea (Gallaghers of Ardmore  #3),Nora Roberts,4.15,0515128554,9780515128550,eng,369,24451,537,12/5/2000,Berkley Books
45515,Live Rich  Die Broke,Stephen M. Pollan,3.29,1594860165,9781594860164,en-US,482,14,2,1/1/2005,Rodale Books
2823,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,0140433392,9780140433395,en-US,160,10147,301,11/27/2003,Penguin Classics
37347,If I Have a Wicked Stepmother  Where's My Prince?,Melissa Kantor,3.66,0786809604,9780786809608,en-US,283,4393,432,9/1/2005,Disney-Hyperion
19043,Tabby in the Tub (Animal Ark  #29),Ben M. Baglio/Linda Chapman/Jenny Gregory,3.96,0439343909,9780439343909,eng,139,768,33,8/1/2003,Scholastic Paperbacks
14240,One Hundred Years of Solitude,Gabriel García Márquez/Gregory Rabassa,4.07,0060750766,9780060750763,eng,560,130,5,2/20/2004,Harper
38980,The Princess Diaries (The Princess Diaries  #1),Meg Cabot,3.78,0613371658,9780613371650,eng,283,216359,4137,7/1/2001,Turtleback
7842,Another Day in Cubicle Paradise,Scott Adams,4.01,0740721941,9780740721946,eng,128,416,11,3/1/2002,Andrews McMeel Publishing
29584,Foundations of Clinical Research: Applications to Practice,Leslie Gross Portney,4.12,0838526950,9780838526958,eng,742,18,1,1/1/2000,Prentice Hall
27000,Lost in a Good Book (Thursday Next  #2),Jasper Fforde,4.14,0142004030,9780142004036,eng,399,42454,2156,2/4/2004,Penguin Books
38522,Love at First Bite (Dark-Hunter #6.5; Wild Wulfs of London #2.5; Companion #3.5),Sherrilyn Kenyon/L.A. Banks/Susan Squires/Ronda Thompson,4.06,0312349297,9780312349295,eng,373,7959,200,10/3/2006,St. Martin's Press
18212,Jacques the Fatalist,Denis Diderot/David Coward,3.84,0192838741,9780192838742,eng,304,4891,102,9/16/1999,Oxford University Press
11340,Jazz,Toni Morrison,3.81,0679411674,9780679411673,eng,229,428,54,4/7/1992,Alfred A. Knopf
35921,On Basilisk Station (Honor Harrington  #1),David Weber,4.13,1416509372,9781416509370,eng,458,33456,1424,7/26/2005,Baen Books
38970,Thorn in Her Side (The Princess School  #7),Jane B. Mason/Sarah Hines Stephens,3.88,0439798736,9780439798730,eng,144,214,8,1/1/2006,Scholastic Paperbacks
23315,The Scandal of Ulysses: The Life And Afterlife of a Twentieth Century Masterpiece,Bruce Arnold,3.82,190414845X,9781904148456,eng,346,12,0,11/15/2005,The Liffey Press
31218,The Hitchhiker's Guide to the Galaxy: The Quintessential Phase (Hitchhiker's Guide: Radio Play  #5),Douglas Adams/Dirk Maggs/Simon  Jones/Geoffrey McGivern/Mark Wing-Davey/Susan  Sheridan/Sandra Dickinson/Stephen  Moore/William Franklyn/Rula Lenska/Sam  Burke,4.37,0563504072,9780563504078,eng,3,61,1,6/20/2005,BBC Audiobooks
37340,The Wicked (Vampire Huntress  #8),L.A. Banks,4.41,0312352360,9780312352363,en-US,389,1778,36,9/5/2000,St. Martins Press-3PL
16180,The Boleyn Inheritance (The Plantagenet and Tudor Novels  #10),Philippa Gregory,3.87,0743272501,9780743272506,eng,518,68763,3394,12/5/2006,Atria Books
8737,The Last Temptation of Christ,Nikos Kazantzakis/Peter A. Bien,4.16,068485256X,9780684852560,eng,506,8966,454,3/1/1998,Simon  Schuster
32413,Collected Plays: Henry IV  The Man with the Flower in His Mouth  Right You Are,Luigi Pirandello/Henry Reed,3.92,0714541109,9780714541105,eng,236,12,1,7/1/1987,Riverrun Press (New York  NY)
16091,Grendel: Devil by the Deed,Matt Wagner/Rich Rankin/Chris Pitzer/Diana Schutz,4.08,159307736X,9781593077365,eng,48,539,29,3/27/2007,Dark Horse Comics
26839,叫んでやるぜ! (2) (ASUKA COMICS CL-DX),Satosumi Takaguchi/Satosumi Takaguchi,3.95,4048527851,9784048527859,jpn,178,2,0,3/1/1997,角川書店 (Kadokawa Shoten)
20001,Interfictions: An Anthology of Interstitial Writing,Delia Sherman/Theodora Goss/K. Tempest Bradford/Karen Jordan Allen/Rachel Pollack/Veronica Schanoes/Mikal Trimm/Colin Greenland/Vandana Singh/Matthew Cheney/Léa Silhol/Adrián Ferrero/Holly Phillips/Catherynne M. Valente/Christopher Barzak/Leslie What/Anna Tambour/Joy Marchand/Jon Singer/Csilla Kleinheincz/Michael J. DeLuca,3.77,1931520240,9781931520249,eng,291,229,20,4/1/2007,Small Beer Press
27419,The Works and Days/Theogony,Hesiod,3.75,1419188518,9781419188510,eng,48,3,0,6/17/2004,Kessinger Publishing
23799,The Dark Descent  Vol 1: The Color of Evil,David G. Hartwell,4.12,0246136677,9780246136671,eng,304,2,0,9/19/1990,Grafton
29404,Your Child and Jesus: A Family Activity Book,Rick Osborne/Kevin Miller,0.0,080242855X,9780802428554,eng,112,0,0,9/13/1999,Moody Publishers
5497,Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,3.81,0385499094,9780385499095,eng,168,1282,139,4/4/2000,Anchor
31742,The Story of a Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,3.78,067972205X,9780679722052,eng,128,462,44,3/13/1989,Vintage
41541,The Prestige,Christopher Priest,3.89,0765356171,9780765356178,eng,368,441,58,10/3/2006,Tor Books
30816,Shaken (Left Behind: The Kids  #23-25),Jerry B. Jenkins/Tim LaHaye/Chris Fabry,4.32,1414302681,9781414302683,eng,384,217,2,2/1/2005,Tyndale House Publishers
11027,No me cogeréis vivo: artículos 2001-2005,Arturo Pérez-Reverte,4.16,8420469432,9788420469430,spa,537,199,5,11/10/2005,Alfaguara
17694,The Zürau Aphorisms,Franz Kafka/Michael Hofmann/Geoffrey Brock/Roberto Calasso,3.75,0805212078,9780805212075,eng,160,648,57,12/26/2006,Schocken
25023,Irish Traditional Cooking: Over 300 Recipes from Ireland's Heritage,Darina Allen/Regina Sexton,4.19,190492011X,9781904920113,eng,288,200,7,12/22/2004,Kyle Books
23887,The Autumn of the Patriarch,Gabriel García Márquez/Gregory Rabassa,3.85,0060882867,9780060882860,eng,255,12336,492,3/14/2006,Harper Perennial Modern Classics
45392,The Brave Women of the Gulf Wars: Operation Desert Storm and Operation Iraqi Freedom,Karen Zeinert/Mary Miller,4.0,0761327053,9780761327059,eng,112,1,0,9/1/2005,Twenty-First Century Books (CT)
18488,Frankenstein  or the Modern Prometheus,Mary Wollstonecraft Shelley/Margaret Brantley,3.79,0743487583,9780743487580,eng,324,12897,780,5/1/2004,Pocket Books
45492,Northern Lights (His Dark Materials  #1),Philip Pullman,3.98,0439994128,9780439994125,en-GB,399,836,62,9/14/2001,Scholastic Press
21437,Pop Goes the Weasel,James Patterson/Roger Rees/Keith David,4.0,1594836116,9781594836114,en-GB,460,49,5,11/13/2006,Little  Brown & Company
14384,A Hunger Like No Other (Immortals After Dark  #1),Kresley Cole,4.19,1416509879,9781416509875,eng,356,57010,2634,4/1/2006,Pocket Star
59,The Changeling Sea,Patricia A. McKillip,4.06,0141312629,9780141312620,eng,137,4454,302,4/14/2003,Firebird
6144,The Moonstone,Wilkie Collins/P.D. James,3.91,0192100289,9780192100283,eng,576,74,6,6/10/1999,Oxford University Press  USA
80,La Place de la Concorde Suisse,John McPhee,3.92,0374519323,9780374519322,fre,160,698,52,4/1/1994,Farrar  Straus and Giroux
34871,The Complete Clive Barker's The Great And Secret Show,Chris Ryall/Gabriel Rodríguez/Clive Barker,4.23,1600100295,9781600100291,eng,136,17422,67,11/8/2006,IDW Publishing
21759,Tripwire (Jack Reacher  #3),Lee Child/Dick Hill,4.09,1593555601,9781593555603,eng,14,11,1,11/25/2004,Brilliance Audio
4415,East Of Eden,John Steinbeck,4.37,0553116088,9780553116083,eng,691,83,18,1/1/1977,Bantam Books
18328,The Artist of the Missing,Paul La Farge/Stephen Alcorn,3.58,0374525803,9780374525804,eng,256,99,10,6/4/1999,Farrar  Strauss & Giroux-3pl
157,Anna Karenina,Leo Tolstoy/Constance Garnett/Amy Mandelker,4.05,1593081774,9781593081775,eng,803,303,48,8/26/2004,Barnes & Noble
3976,Hard Freeze (Joe Kurtz  #2),Dan Simmons,3.84,0312989482,9780312989484,eng,320,734,44,9/15/2003,Minotaur Books
41005,The Right Stuff,Tom Wolfe,4.24,1579124585,9781579124588,eng,304,213,24,5/1/2005,Black Dog & Leventhal
38030,Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,3.99,0060519134,9780060519131,en-US,404,16006,1049,7/10/2012,Harper Paperbacks
21611,The Forever War (The Forever War  #1),Joe Haldeman,4.15,0060510862,9780060510862,eng,278,108783,4005,9/2/2003,Voyager
24079,Casino Royale (James Bond  #1),Ian Fleming,3.73,0340425679,9780340425671,eng,188,56,8,10/1/1988,Coronet
40504,Once a Warrior (Warriors  #1),Karyn Monk,3.75,0553574221,9780553574227,eng,384,309,20,3/31/1997,Fanfare
30069,The Walking Dead  Vol. 3: Safety Behind Bars,Robert Kirkman/Charlie Adlard/Cliff Rathburn,4.3,1582404879,9781582404875,eng,136,25796,1020,6/18/2005,Image Comics
2504,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,1842124021,9781842124024,eng,864,875,33,5/1/2001,Orion Publishing
14055,The Little Friend,Donna Tartt,3.46,0747562113,9780747562115,eng,559,220,25,10/28/2002,Bloomsbury
14295,Pastoralia,George Saunders,4.11,0747553866,9780747553861,eng,188,13431,931,9/8/2001,Bloomsbury Publishing
4986,God Bless You  Dr. Kevorkian,Kurt Vonnegut Jr.,3.84,0743422007,9780743422000,eng,80,12754,558,5/22/2001,Washington Square Press
18042,Laughing Gas,P.G. Wodehouse,3.89,1585672327,9781585672325,eng,286,1723,129,1/1/2002,Harry N. Abrams
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly/CliffsNotes/William Golding,3.95,0764585975,9780764585975,eng,112,73,8,6/13/2000,Cliffs Notes
45639,Poor People,William T. Vollmann,3.72,0060878827,9780060878825,eng,434,769,139,2/27/2007,Ecco
3858,Holy Cow: An Indian Adventure,Sarah Macdonald,3.53,0767915747,9780767915748,eng,304,15315,1101,4/13/2004,Broadway Books
28522,Starshield: Sentinels,Margaret Weis/Tracy Hickman,3.57,0345397606,9780345397607,eng,421,182,6,11/17/1998,Del Rey
8089,Rose Daughter,Robin McKinley,3.77,0441005837,9780441005833,eng,304,17168,997,12/1/1998,Ace
38469,Going to Meet the Man,James Baldwin,4.35,0679761799,9780679761792,eng,249,4022,309,4/25/1995,Vintage Books a division of Random House
2960,Adventures of Huckleberry Finn,Mark Twain/George Saunders,3.82,0375757376,9780375757372,eng,244,687,37,8/14/2001,The Modern Library
17267,The Great Divorce,C.S. Lewis,4.28,0006280560,9790007672386,eng,160,87527,3867,2/1/2002,HarperCollins
25715,Treatise on Happiness,Thomas Aquinas/John A. Oesterle,3.83,0268018499,9780268018498,eng,224,76,3,1/1/1984,University of Notre Dame Press
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,0195145666,9780195145663,eng,116,367,35,8/10/2006,Oxford University Press  USA
13545,Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),Hirohiko Araki/Hirohiko Araki,4.36,2290328316,9782290328316,fre,188,2,1,6/27/2003,J'ai Lu
22602,Carly's Sound,Ali Vali,4.21,1933110457,9781933110455,eng,212,454,11,6/1/2006,Bold Strokes Books
5135,Point Counter Point,Aldous Huxley,3.86,1564781313,9781564781314,eng,432,9522,210,10/1/1996,Dalkey Archive Press
27861,Data Structures and Algorithms in C++,Adam Drozdek,3.8,0534375979,9780534375973,en-US,528,35,5,6/30/2000,Course Technology
44781,Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,P.J. O'Rourke,4.01,0802139701,9780802139702,en-US,240,2762,180,1/7/2003,Grove Press
37566,Trapped in the Mirror: Adult Children of Narcissists in Their Struggle for Self,Elan Golomb,3.82,0688140718,9780688140717,en-US,272,779,82,3/28/1995,William Morrow Paperbacks
39510,The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6),Lawrence Block,3.89,0060731443,9780060731441,eng,384,2190,98,10/25/2005,HarperTorch
44001,Small Island,Andrea Levy,3.95,0312424671,9780312424671,eng,441,21165,1145,4/1/2005,Picador USA
38547,Mosquito Bite,Alexandra Siy/Dennis Kunkel,3.51,157091592X,9781570915925,eng,32,72,19,2/1/2006,Charlesbridge
1698,Confessions  Books 1-13,Augustine of Hippo/Peter R.L. Brown/Frank Sheed,3.92,0872201864,9780872201866,eng,296,84,8,1/1/1993,Hackett Publ. Co Inc
