budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
6000000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",,141,"[{""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 3800, ""name"": ""airplane""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 5674, ""name"": ""school presentation""}, {""id"": 7358, ""name"": ""school performance""}, {""id"": 10532, ""name"": ""suburbia""}, {""id"": 10629, ""name"": ""vision""}, {""id"": 11011, ""name"": ""morality""}, {""id"": 13130, ""name"": ""teenager""}]",en,Donnie Darko,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.",61.210016,"[{""name"": ""Pandora Cinema"", ""id"": 185}, {""name"": ""Flower Films"", ""id"": 2214}, {""name"": ""Adam Fields Productions"", ""id"": 3334}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-01-18,1270522,113.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You can never go too far,Donnie Darko,7.7,3452
0,"[{""id"": 18, ""name"": ""Drama""}]",,57022,"[{""id"": 10183, ""name"": ""independent film""}]",en,Sunshine State,"A woman and her new husband returns to her hometown roots in coastal northern Florida, and must deal with family, business, and encroaching real estate development.",4.245123,[],[],2002-06-21,0,141.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Greetings from ...,Sunshine State,6.0,10
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",,13922,"[{""id"": 818, ""name"": ""based on novel""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 1968, ""name"": ""prisoners of war""}, {""id"": 2398, ""name"": ""narration""}, {""id"": 10374, ""name"": ""archive footage""}, {""id"": 11107, ""name"": ""rescue mission""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 207883, ""name"": ""1940s""}, {""id"": 228523, ""name"": ""inspired by true events""}, {""id"": 229851, ""name"": ""fictionalized history""}]",en,The Great Raid,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",8.923215,"[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Marty Katz Productions"", ""id"": 12552}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-12,10166502,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The most daring rescue mission of our time is a story that has never been told,The Great Raid,6.8,91
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",,258755,[],es,A escondidas,"At the age of 14 the world around you changes at a dizzying speed. But what if actually it's you that changing? What if these changes take you away from what up until now, has been your world? Ibrahim and Rafa are going to suffer these changes for themselves, experiencing first love in a way they never could have imagined. And having to keep it Hidden away.",1.233688,"[{""name"": ""Baleuko S.L."", ""id"": 10026}, {""name"": ""Departamento de Cultura del Gobierno Vasco"", ""id"": 32718}, {""name"": ""Bitart New Media"", ""id"": 32719}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2014-10-03,0,96.0,"[{""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,,Hidden Away,7.6,26
0,"[{""id"": 35, ""name"": ""Comedy""}]",,266857,[],en,The Work and The Story,"It is July, 2000 Richard Dutcher, the man who pioneered ""Mormon Cinema"" with his film ""God's Army"" is missing and presumed dead. Three amateur Mormon Filmmakers: Judy Shumway, Peter Beuhmann and Kevin Evans individually set out to make their first feature-length films to take Dutcher's place as the next ""Mormon Spielberg"". Who will win? Who will lose? Who will find Richard? And does everyone want Richard found?",0.002388,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-01-01,0,70.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Dream big. Make it happen?,The Work and The Story,0.0,0
28000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",,562,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 736, ""name"": ""journalist""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 949, ""name"": ""terrorist""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1441, ""name"": ""christmas party""}, {""id"": 1470, ""name"": ""s.w.a.t.""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 1953, ""name"": ""vault""}, {""id"": 5572, ""name"": ""fistfight""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 13116, ""name"": ""one man army""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18525, ""name"": ""fbi agent""}, {""id"": 33553, ""name"": ""walkie talkie""}, {""id"": 33965, ""name"": ""christmas eve""}, {""id"": 162304, ""name"": ""elevator shaft""}, {""id"": 162914, ""name"": ""one night""}, {""id"": 219404, ""name"": ""action hero""}]",en,Die Hard,"NYPD cop, John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office, the entire building is overtaken by a group of terrorists. With little help from the LAPD, wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down.",66.169628,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Gordon Company"", ""id"": 1073}, {""name"": ""Silver Pictures"", ""id"": 1885}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-07-15,140767956,131.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,40 Stories. Twelve Terrorists. One Cop.,Die Hard,7.5,3948
15000000,"[{""id"": 53, ""name"": ""Thriller""}]",http://in-crowd.warnerbros.com/,36047,"[{""id"": 187056, ""name"": ""woman director""}]",en,The In Crowd,"A mentally disturbed young woman takes a job at a posh country club and falls in with a clique of wealthy college kids where she's taken under the wing of the clique's twisted leader, who harbors some dark secrets too terrifying to tell.",0.249245,"[{""name"": ""Morgan Creek Productions"", ""id"": 10210}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-07-19,5217498,105.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,What would you do to get in?,The In Crowd,4.7,15
3000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 9648, ""name"": ""Mystery""}]",,82507,"[{""id"": 793, ""name"": ""drowning""}, {""id"": 904, ""name"": ""pennsylvania""}, {""id"": 1468, ""name"": ""child murderer""}, {""id"": 9775, ""name"": ""car set on fire""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 11464, ""name"": ""bag over head""}, {""id"": 14546, ""name"": ""massacre""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 15292, ""name"": ""hanged man""}, {""id"": 15365, ""name"": ""held captive""}, {""id"": 33407, ""name"": ""hanging""}, {""id"": 34079, ""name"": ""death""}, {""id"": 155619, ""name"": ""attic""}, {""id"": 158111, ""name"": ""no opening credits""}, {""id"": 160329, ""name"": ""super-8""}, {""id"": 172992, ""name"": ""ghost child""}, {""id"": 182022, ""name"": ""filmed killing""}, {""id"": 185767, ""name"": ""crime novelist""}]",en,Sinister,"Found footage helps a true-crime novelist realize how and why a family was murdered in his new home, though his discoveries put his entire family in the path of a supernatural entity.",41.045084,"[{""name"": ""Alliance Films"", ""id"": 2514}, {""name"": ""Blumhouse Productions"", ""id"": 3172}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Possessed Pictures"", ""id"": 23277}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-03-29,77712439,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""pt"", ""name"": ""Portugu\u00eas""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""br"", ""name"": """"}]",Released,"Once you see him, nothing can save you.",Sinister,6.7,1573
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",,37206,"[{""id"": 13014, ""name"": ""orphan""}, {""id"": 158688, ""name"": ""rainbow""}]",en,A Shine of Rainbows,"An orphaned boy named Tomás is adopted by Maire O’Donnell to live on a whimsical Irish isle filled with new friends, secret caves and a lost baby pup seal stranded on the coast. But when Maire's reluctant husband Alec refuses to accept Tomás as his own son, the boy drifts down a fateful path of adventure and self-discovery, illuminating how rainbows can shine around - and within - us all.",12.099486,"[{""name"": ""Octagon Films"", ""id"": 1266}, {""name"": ""Sepia Films"", ""id"": 10969}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2009-10-01,0,101.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,An abandoned child brings the colors of love into their lives.,A Shine of Rainbows,6.3,14
2200000,"[{""id"": 18, ""name"": ""Drama""}]",,7913,"[{""id"": 2387, ""name"": ""new delhi india""}, {""id"": 5246, ""name"": ""students' movement""}, {""id"": 7947, ""name"": ""war of independence""}, {""id"": 12105, ""name"": ""student""}, {""id"": 33648, ""name"": ""celebration""}]",hi,Rang De Basanti,"A young idealistic English filmmaker, Sue, arrives in India to make a film on Indian revolutionaries Bhagat Singh, Chandrashekhar Azad and their contemporaries and their fight for freedom from the British Raj. Owing to a lack of funds, she recruits students from Delhi University to act in her docu-drama. She finds DJ, who passed out five years back but still wants to be a part of the University because he doesn't think there's too much out there in the real world to look forward to. Karan, the son of Industrialist Rajnath Singhania, who shares an uncomfortable relationship with his father, but continues to live off him, albeit very grudgingly. Aslam, is a middle class Muslim boy, who lives in the by-lanes near Jama Masjid, poet, philosopher and guide to his friends. Sukhi, the group's baby, innocent, vulnerable and with a weakness for only one thing - girls. Laxman Pandey...",5.206967,"[{""name"": ""Flicks Motion Pictures"", ""id"": 2319}, {""name"": ""UTV Motion Pictures"", ""id"": 2320}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",2006-01-26,11502151,157.0,"[{""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}]",Released,A Generation Awakens,Rang De Basanti,7.2,97
25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",,2085,"[{""id"": 779, ""name"": ""martial arts""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 6219, ""name"": ""oakland""}, {""id"": 14988, ""name"": ""asian""}, {""id"": 237849, ""name"": ""asian man""}, {""id"": 237850, ""name"": ""asian lead""}]",en,Romeo Must Die,"Two warring gang families (one African-American, the other Chinese) maneuver for bragging rights to the Oakland, California, docks. Hang SIng and Trish O'Day uncover a trail of deceit that leaves most of the warring factions dead … or worse!",19.750059,"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-03-20,91036760,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,"In the city ruled by criminals, two families have forgotten their fear. He will make them remember.",Romeo Must Die,6.0,330
0,[],,380097,[],en,America Is Still the Place,"1971 post civil rights San Francisco seemed like the perfect place for a black Korean War veteran and his family to realize their dream of economic independence and his own chance to be his a ""boss"". Charlie Walker would soon find out how naive he was. In a city full of impostors and naysayers, he refused to take ""No"" for an answer. Until a catastrophic disaster opened a door that had never been open to a black man before. This is a story about what happened when he stepped through that door, with both feet!.",0.0,[],[],,0,0.0,[],Released,,America Is Still the Place,0.0,0
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,11162,"[{""id"": 110, ""name"": ""venice""}, {""id"": 497, ""name"": ""shakespeare""}, {""id"": 2606, ""name"": ""jew""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 5151, ""name"": ""salesperson""}, {""id"": 8271, ""name"": ""meat""}, {""id"": 10594, ""name"": ""money""}, {""id"": 11707, ""name"": ""suitor""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 33460, ""name"": ""credit""}, {""id"": 208244, ""name"": ""16th century""}]",en,The Merchant of Venice,"In 16th century Venice, when a merchant must default on a large loan from an abused Jewish moneylender for a friend with romantic ambitions, the bitterly vengeful creditor demands a gruesome payment instead.",12.467267,"[{""name"": ""Movision"", ""id"": 1727}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-09-03,0,138.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,The Merchant of Venice,6.7,144
0,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.moliere-lefilm.com/,21494,"[{""id"": 10965, ""name"": ""playwright""}]",fr,Molière,"Molière, a down-and-out actor-cum-playwright up to his ears in debt. When the wealthy Jourdain offers to cover that debt (so that Molière's theatrical talents might help Jourdain win the heart of a certain widowed marquise), hilarity ensues.",4.61335,[],"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",2007-01-31,0,115.0,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hu"", ""name"": ""Magyar""}]",Released,,Moliere,6.7,45
0,"[{""id"": 18, ""name"": ""Drama""}]",,225235,"[{""id"": 567, ""name"": ""alcohol""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1890, ""name"": ""camping""}, {""id"": 2065, ""name"": ""province""}, {""id"": 2139, ""name"": ""russia""}, {""id"": 4183, ""name"": ""wife""}, {""id"": 4707, ""name"": ""canoe""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 7464, ""name"": ""alcoholism""}, {""id"": 10873, ""name"": ""school""}, {""id"": 161266, ""name"": ""teaching""}, {""id"": 180487, ""name"": ""schoolboy""}, {""id"": 192940, ""name"": ""geography""}, {""id"": 223083, ""name"": ""kama""}, {""id"": 223084, ""name"": ""perm""}]",ru,Географ глобус пропил,"Victor Sluzhkin signs on as a teacher of geography in a secondary school in his native Perm (in the Urals) and gets lost in a haze of hard vodka, desperate love for a nymphet-like student and the stress of educating teenagers. Geographer, as the students immediately dub Sluzhkin, attempts to escape from the grueling, dull, stultifying reality of Russia's provincial life in a rafting tour to the Urals. Accompanied by wild, adventure-seeking adolescents, faced with the numerous grim surprises of the nature, Geographer is poised to find himself and his own truth.",1.876621,"[{""name"": ""Marmot-film"", ""id"": 19124}]","[{""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2013-07-26,4037782,120.0,"[{""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",Released,,The Geographer Drank His Globe Away,7.3,23
0,"[{""id"": 18, ""name"": ""Drama""}]",,13889,[],ja,まあだだよ,"This film tells the story of professor Uehida Hyakken-sama (1889-1971), in Gotemba, around the forties. He was a university professor until an air raid, when he left to become a writer and has to live in a hut. His mood has hardly changed, not by the change nor by time.",2.930853,"[{""name"": ""Tokuma Shoten"", ""id"": 1779}, {""name"": ""Kurosawa Production Co."", ""id"": 2680}, {""name"": ""DENTSU Music And Entertainment"", ""id"": 2752}, {""name"": ""Daiei Motion Picture Company"", ""id"": 3214}]","[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",1993-04-17,0,134.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,,Madadayo,7.5,20
30000000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.darkesthourmovie.com/,71469,"[{""id"": 14909, ""name"": ""alien invasion""}, {""id"": 34061, ""name"": ""american abroad""}, {""id"": 186450, ""name"": ""moscow""}, {""id"": 221871, ""name"": ""unlikely heroes""}, {""id"": 221872, ""name"": ""failed business""}]",en,The Darkest Hour,"In Moscow, five young people lead the charge against an alien race which has attacked Earth via our power supply.",23.328823,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Bazelevs Production"", ""id"": 1038}, {""name"": ""The Jacobson Company"", ""id"": 3638}, {""name"": ""New Regency Pictures"", ""id"": 10104}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""RU"", ""name"": ""Russia""}]",2011-12-22,64626786,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Survive The Holidays,The Darkest Hour,4.8,469
35000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",,119283,"[{""id"": 191604, ""name"": ""professional thief""}, {""id"": 209672, ""name"": ""jewel robbery""}]",en,Parker,"A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",28.670477,"[{""name"": ""SND"", ""id"": 2902}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-01-23,46216641,118.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"To get away clean, you have to play dirty.",Parker,5.7,1455
80000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",,11228,"[{""id"": 444, ""name"": ""taxi""}, {""id"": 586, ""name"": ""new jersey""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 1261, ""name"": ""river""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 1749, ""name"": ""taxi driver""}, {""id"": 4776, ""name"": ""race against time""}, {""id"": 5369, ""name"": ""guard""}, {""id"": 10349, ""name"": ""survival""}, {""id"": 10617, ""name"": ""disaster""}, {""id"": 14512, ""name"": ""new york city""}, {""id"": 14601, ""name"": ""explosion""}, {""id"": 14755, ""name"": ""power outage""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 18029, ""name"": ""trapped""}, {""id"": 173272, ""name"": ""flood""}, {""id"": 189102, ""name"": ""tunnel""}, {""id"": 207317, ""name"": ""christmas""}, {""id"": 207528, ""name"": ""trapped underground""}, {""id"": 219404, ""name"": ""action hero""}]",en,Daylight,A group of armed robbers fleeing the police head for the New Jersey Tunnel and run right into trucks transporting toxic waste. The spectacular explosion that follows results in both ends of the tunnel collapsing and the handful of people who survived the explosion are now in peril. Kit Latura is the only man with the skill and knowledge to lead the band of survivors out of the tunnel before the structure collapses.,16.681269,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Davis Entertainment"", ""id"": 1302}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-06,159212469,115.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,No air. No escape. No time.,Daylight,5.8,378
10500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",,88641,[],en,There Goes My Baby,A group of high school seniors meets in the summer of 1965 and all struggle with the choices they have to make.,0.037073,"[{""name"": ""Nelson Entertainment"", ""id"": 365}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-09-02,123509,99.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,There Goes My Baby,8.5,2
10000000,"[{""id"": 18, ""name"": ""Drama""}]",,87093,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 2679, ""name"": ""artist""}, {""id"": 3012, ""name"": ""court case""}]",en,Big Eyes,"The story of the awakening of the painter, Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",28.570174,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Silverwood Films"", ""id"": 2293}, {""name"": ""Electric City Entertainment"", ""id"": 8600}, {""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2014-12-24,28883511,105.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,She created it. He sold it. And they bought it.,Big Eyes,6.8,1196
0,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",,36334,[],en,Deadline - U.S.A.,"With three days before his paper folds, a crusading editor tries to expose a vicious gangster.",0.225627,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1952-03-14,0,87.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,,Deadline - U.S.A.,6.9,17
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",,9441,"[{""id"": 15160, ""name"": ""divorce""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 15163, ""name"": ""freeze frame""}, {""id"": 15164, ""name"": ""custody""}, {""id"": 15165, ""name"": ""school play""}, {""id"": 15166, ""name"": ""photo shoot""}]",en,Stepmom,"Jackie is a divorced mother of two. Isabel is the career minded girlfriend of Jackie’s ex-husband Luke, forced into the role of unwelcome stepmother to their children. But when Jackie discovers she is ill, both women realise they must put aside their differences to find a common ground and celebrate life to the fullest, while they have the chance.",16.368283,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""1492 Pictures"", ""id"": 436}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-12-25,0,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Be there for the joy. Be there for the tears. Be there for each other.,Stepmom,6.9,277
31192,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",http://downterrace.blogspot.com/,42151,"[{""id"": 9826, ""name"": ""murder""}, {""id"": 10123, ""name"": ""dark comedy""}, {""id"": 33421, ""name"": ""crime family""}]",en,Down Terrace,"After serving jail time for a mysterious crime, Bill and Karl get out of jail and become preoccupied with figuring out who turned them in to the police. On top of that, the ""family business"" is on the rocks, and the motley crew of criminals who operate out of Down Terrace aren't feeling terribly trusting of one another. It might look like an ordinary house, but at Down Terrace, the walls are closing in..",1.330379,[],"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2009-09-01,10000,89.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,You're only as good as the people you know.,Down Terrace,6.3,26
100000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 37, ""name"": ""Western""}]",http://unchainedmovie.com/,68718,"[{""id"": 801, ""name"": ""bounty hunter""}, {""id"": 1701, ""name"": ""hero""}, {""id"": 3136, ""name"": ""plantation""}, {""id"": 3679, ""name"": ""society""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 9748, ""name"": ""revenge""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10084, ""name"": ""rescue""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 12425, ""name"": ""racism""}, {""id"": 15017, ""name"": ""danger""}, {""id"": 33780, ""name"": ""dentist""}, {""id"": 160324, ""name"": ""django""}, {""id"": 163129, ""name"": ""dual role""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 187376, ""name"": ""odd couple""}, {""id"": 188772, ""name"": ""black slave""}, {""id"": 202703, ""name"": ""deadly""}, {""id"": 206687, ""name"": ""chases and races""}, {""id"": 207928, ""name"": ""19th century""}]",en,Django Unchained,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",82.121691,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-25,425368238,165.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,"Life, liberty and the pursuit of vengeance.",Django Unchained,7.8,10099
65000000,"[{""id"": 36, ""name"": ""History""}, {""id"": 18, ""name"": ""Drama""}]",,72976,"[{""id"": 840, ""name"": ""usa president""}, {""id"": 6001, ""name"": ""speech""}, {""id"": 10141, ""name"": ""battlefield""}, {""id"": 155294, ""name"": ""family conflict""}, {""id"": 159103, ""name"": ""mourning""}, {""id"": 179585, ""name"": ""american civil war""}, {""id"": 185718, ""name"": ""cultural conflict""}, {""id"": 185722, ""name"": ""based on true events""}, {""id"": 185723, ""name"": ""battle of gettysburg""}, {""id"": 185728, ""name"": ""secession""}, {""id"": 185730, ""name"": ""presidential cabinet""}, {""id"": 185733, ""name"": ""gettysburg address""}, {""id"": 185736, ""name"": ""conflagration""}, {""id"": 185740, ""name"": ""ethical dilemma""}, {""id"": 185742, ""name"": ""emancipation""}, {""id"": 209409, ""name"": ""abraham lincoln""}]",en,Lincoln,"A revealing drama that focuses on the 16th President's tumultuous final months in office. In a nation divided by war and the strong winds of change, Lincoln pursues a course of action designed to end the war, unite the country and abolish slavery. With the moral courage and fierce determination to succeed, his choices during this critical moment will change the fate of generations to come.",36.307296,"[{""name"": ""DreamWorks"", ""id"": 7}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Participant Media"", ""id"": 6735}, {""name"": ""Reliance Entertainment"", ""id"": 7294}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-11-09,275293450,149.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"With the moral courage and fierce determination to succeed, his choices will change the fate of generations to come.",Lincoln,6.7,1429
10000000,"[{""id"": 28, ""name"": ""Action""}]",,250066,"[{""id"": 380, ""name"": ""brother brother relationship""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 974, ""name"": ""bank""}]",en,American Heist,"Two brothers, both with troubled paths, find themselves in the middle of one last bank job.",11.431434,"[{""name"": ""NGN Productions"", ""id"": 7587}, {""name"": ""Glacier Films"", ""id"": 44884}, {""name"": ""Maple Leaf Finance Primeredian Entertainment"", ""id"": 60515}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""LU"", ""name"": ""Luxembourg""}]",2014-09-11,0,94.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Brothers in arms for life.,American Heist,4.3,158
